name,age,grade
William Rowland,25,A
Cynthia Bridges,22,D
Richard Cortez,22,C
David Mendoza,20,C
Jason Estrada,25,D
Lindsay Olson,19,C
Daniel Rogers,23,B
James Miller,20,D
Jessica Williams,20,B
Tiffany Robbins,25,D
David Gomez,24,C
Kelly Perkins,18,C
William Steele,18,B
Jacob Melendez,19,D
Billy Gonzalez,24,A
Michael Bishop,23,B
Austin Mejia,18,C
Justin Jackson,23,B
Julie Valentine,25,A
Tyler Evans,20,B
Erica Vazquez,25,A
Lindsay Ellis,21,C
Christopher Morgan,22,D
Lance Kelley,21,A
Vincent Browning,18,B
Kelly Edwards,22,B
Sherri Wilson,22,B
Sydney Chambers,19,B
Courtney Sanchez,21,C
Gregory Tran,21,C
Katherine Spencer,23,B
Timothy Dominguez,21,B
George Frey,20,C
Aimee Reynolds,19,B
Jim Lindsey,21,B
Shannon Morales DVM,21,C
Steve Coleman,18,A
William Evans,18,A
Stephen Payne,25,B
Alexis Williams,19,D
James Cain,18,B
Anthony Morgan,18,D
Patricia Murphy,23,D
Amanda Castillo,18,D
Kristen Cook,24,A
Anthony Baldwin,22,D
Wendy Burgess,21,C
Jennifer Lambert,25,A
Jerry Irwin,23,A
Kathryn Vance,24,B
Samuel Mack,21,B
Ryan Hutchinson,19,A
William Reynolds,23,B
Hannah Church,20,B
Elizabeth Lane,24,D
Lori Hardy,18,A
Michael Campbell,22,A
Austin Short,18,C
Stephanie Smith,18,D
Brandon Lynn,20,A
Daniel Pope,19,A
Amanda Martin,23,D
Jennifer Wilson,19,B
Heather Welch,22,C
Joseph Evans,20,A
Shannon Long,20,C
Mr. Daniel Barnett,21,D
Melinda Lee,25,A
Anita Rivera,20,D
Richard Moreno,22,B
Mark Day,25,D
John Alvarez,23,A
James Diaz,23,A
George Buchanan,24,C
Michelle Conner,24,C
Tony Obrien,25,B
Ryan Dalton,24,B
Michael Moran,21,C
Patricia Campos,18,D
Jesse Henderson,25,D
Mrs. Lisa Mcneil MD,22,B
Jessica Oliver,20,B
Brendan Little,20,B
Jeffrey Farrell,20,A
Susan Luna,23,C
Melissa Harding,21,C
Angela Grimes,25,B
Matthew Green,20,C
Jonathan Lopez,21,A
Micheal Garner,20,B
Debra Pitts,19,A
Linda Robinson,21,D
April Howell,18,A
Dawn Carroll,19,C
Joshua Martin,19,D
Monique Shah,22,B
Richard Brown,18,B
Susan Martinez,21,A
Jimmy Perkins,18,D
Lisa George,24,A
Susan Powell,18,A
Sara Smith,25,D
Bradley Mcguire MD,19,D
Roy Ross,20,A
Tina Vance,24,B
Bryan Kelly,21,B
Sandra Harris,23,B
Timothy Grimes,20,D
Jeffery Lara,19,D
Sarah Torres,24,C
Mr. Brad Estrada DVM,19,B
Tina Levy,18,B
Patrick Spencer,25,C
Tracy Collins,20,B
Linda Ortiz,22,C
Scott Branch,20,D
Traci Walton,21,D
James West,19,B
Sylvia Walton,25,A
Robin Harris,19,A
Kayla Ingram,19,A
Timothy Anderson,18,A
Kimberly Henderson,24,A
Jodi Crawford,24,B
Tina Horn,24,D
Adam Reid,25,D
Crystal Perez,23,A
Suzanne Walker,24,C
Damon Mcdonald,19,C
Crystal Moran,19,D
Crystal Gallagher,25,B
Thomas Cox,21,C
April Owens,19,D
Melissa Rodriguez,20,C
Bryan Gamble,24,A
Michelle Campbell,18,C
Wanda Crosby,21,C
Brandi Adams,18,A
Travis Davis,23,A
Rhonda Winters,19,C
Ana Morgan,23,B
Melinda Barnett,19,B
Ricky Bray,25,B
Thomas Clark,22,B
David Hudson,21,A
Tiffany Fox,20,D
Shane Rodriguez,23,D
Alexis Mcdowell,23,D
Charles Holt,24,D
Eugene Neal PhD,24,A
Robert Shaw,18,B
Nichole Mcgee,22,C
Hannah Robinson,20,A
Kevin Morgan,24,D
Stephanie Cole,22,A
Timothy Conley,22,D
Benjamin Cook,23,B
Kyle Levine,22,B
Jane Guerrero,21,D
Andrea Collins,18,D
Jennifer Brown,19,A
Brandon Webb,24,D
Susan White,24,D
Brenda Espinoza,20,A
Veronica Norton,24,D
Jennifer Jones,25,D
James Logan,20,C
David Nelson,18,A
Melissa Silva,24,B
Jacqueline Smith,22,B
Brenda Dorsey,23,C
Marissa Martinez,22,B
Matthew Jones,18,A
Lisa White,22,B
Debbie Skinner,25,C
Mr. Kristopher Santana DDS,19,A
Benjamin Cook,20,C
Laurie Thompson,19,D
Shelley Stewart,21,D
Becky Hebert,20,B
Andrew Thompson,24,C
Kyle Lara,19,D
Amy Woods,21,D
Victor Brady,21,B
Katrina Colon,24,A
Allison Combs,18,C
Danny Ruiz,18,B
Sandra Rose,20,D
Brandon Stewart,18,A
Michael Walsh III,19,C
Jessica Rogers,23,C
Matthew Ingram,18,B
Kristina Brady,22,C
Aaron Bush,19,C
Brian Cooper,19,C
Gordon Gomez,25,D
Kevin Diaz,24,A
Andrew Kelly,21,A
John Munoz,22,C
Charles Walker,20,D
Rebecca Berry,22,B
Joanne Nguyen,24,D
Jon Stephens,18,C
Kurt Jones,23,D
Sydney Sanchez,23,B
Meghan Wilkerson,21,C
Laura Schroeder,20,A
Stacie Solis,21,B
Michael Scott,23,C
Daniel Wood,23,D
Chris Cole,20,B
Danielle Hudson,21,B
Julia Warner,18,A
Phyllis Jones,19,A
Patricia Farmer,21,A
Jessica Jones,23,B
Bridget Martin,23,A
Todd Park,19,A
Shannon Robbins,23,A
George Harrison,18,C
Kathryn Davis,20,A
Sarah Campbell,25,D
Matthew Lawrence,25,D
Mary Patton,21,D
Anna Klein,19,D
Benjamin Johnson,19,C
Jessica Cruz,23,B
Bridget Pugh,21,B
Valerie Stephenson,25,D
Stephanie Simmons,19,C
Megan Hebert,18,A
Dawn Anderson,25,A
Randall Rojas,24,A
Kelly Harris,24,D
Patricia Hammond,25,B
Janet Brown,21,C
Rebecca Taylor,18,B
Rebecca Ortega,21,D
Allison Hayden,24,A
Michael Welch,21,A
Elizabeth Hernandez,19,A
Michael Parrish,25,A
Yolanda Diaz,22,C
Kayla Alvarado,23,B
Nicole Martin,24,C
Lisa Davidson,19,C
Daniel Boyer,21,C
Aaron Padilla,22,C
Gary Johnson,20,C
Mark Martinez,23,D
Karen Allen,23,A
Zachary Richardson,25,B
Steven Roberts,22,D
Cynthia Simpson,23,C
Ronald James,18,D
David Johnson,24,A
Melissa Lawrence,25,D
Grant Guerrero,22,A
Susan Macias,24,C
Lacey Zimmerman,18,D
Marilyn Thomas,20,D
Alexander Martinez,19,A
Jocelyn Terrell,23,B
Kenneth Smith,18,C
Frank Cunningham,21,A
Morgan Terry,23,D
Mark Graves,25,D
Cindy Miller,25,C
Robin Andrews,24,C
Brooke Johnson,20,C
Heather Dyer,24,B
John Larson,21,B
Edward Davis,23,C
Chelsea Martinez,18,D
Willie Garrett MD,23,B
Melissa Wood,23,D
Tammy Newman,19,D
Danielle Murphy,24,C
Christopher Fowler,24,B
Javier Turner,23,B
Stephen Snyder,20,B
Juan Reid,21,D
Joseph Ruiz,20,A
Robert Young,19,B
Michael Sims,19,D
Jacob Price,25,C
Tina Salazar,20,D
Anna Harris,22,A
Theresa Lewis,21,B
Ryan Holmes,21,C
Leslie Martinez,24,D
Mitchell Clayton,25,D
Misty Wong,21,A
Dennis Newton,25,D
Rebecca Williams,20,D
Victoria Hicks,23,D
Robert Ford,23,C
Sherri Hernandez,21,D
Ashley Phelps,21,D
Adam Benson,25,A
Beth Roberts,18,A
Kenneth Benson,24,D
Daniel Parsons,24,A
Katherine Nelson,18,B
Monica Ryan,18,A
Connie Williams,24,C
Jessica Lopez,18,C
James Fox,19,D
Tammy Berry,23,D
Denise Hernandez,20,B
John Terrell,25,C
Lisa Black,23,A
Charles Silva,25,D
Darryl Hale,20,D
Harold Curry,24,A
Janice Butler,21,C
Sonya Garcia,19,C
Amanda Weaver,22,D
Ryan Key,25,D
Ms. Beverly Allen,21,D
Alexander Carlson,24,A
Craig Morales,21,D
William Sawyer,23,A
Rebecca Fuller,20,D
Heather Nguyen,19,C
Laura Rivers,22,D
Lindsey Mathews,23,A
Robert Nelson,18,B
Steven Rodriguez,22,C
Lindsay Dorsey,20,D
Brandi Gomez,23,B
Raymond Johns,19,C
Amanda Herman,23,A
Martin Miller,25,D
Colton Hughes,18,A
Frederick Melendez,24,D
David Collins,25,D
Kyle Hogan,21,A
Katherine Potter,21,A
Erica Pham,24,B
Kevin Green,19,B
Donna Russell,19,B
Michael Mayer,21,A
Timothy Wilson,18,C
Kathy Jimenez,18,B
Emily Ross,20,A
Amy Byrd,23,A
Kimberly King,24,A
Nicole Lee,19,C
Julie Rodriguez,18,D
Tracy Johnson,21,C
Jennifer Hernandez,18,A
Mark Le,21,D
Vickie Smith,18,A
Annette Kirby,22,B
Kristine Brown,20,A
Timothy Ford,23,B
Michael Perkins,23,C
Susan Silva,20,D
Matthew Gibson,25,B
Joseph Butler,24,B
Michael Haynes,22,C
Monica Miller,20,D
Christopher Wilson,22,B
Frances Irwin,24,D
Tiffany Cooper,22,A
Jessica Johnson,22,A
John Walker,21,C
Christopher Miller,21,B
Matthew White,20,D
Leah Lane,21,C
Ashley Lewis,21,A
Justin Horton,21,C
Christopher Nelson,24,B
Mr. Lawrence Schultz,22,C
Nicole English,24,D
Glenda Craig,19,B
Cindy Rojas,21,D
Yesenia Mooney,21,A
Robin Graham,24,D
Thomas Jones,18,C
Amanda Little,24,A
Ashley Phillips,22,A
Nathan Baker,21,B
Cody Schmidt,25,B
Matthew Garcia,21,D
Valerie Collins,24,C
Christopher Huffman,22,D
Kevin York,19,D
Sandra Cook,20,C
Katie Rogers,21,C
Emily Wright,23,B
Damon Nelson,24,B
Rachel Garcia,25,D
Kristin Mcneil,24,A
Jason Sanchez,19,A
James Tanner,25,B
Vanessa Lyons,22,C
Amanda Morris,21,B
Stephanie Escobar,20,B
Kenneth Hampton,18,B
Amanda Kidd,18,A
Joseph Jones,23,D
Judith Sandoval,18,C
Jennifer Martin,19,D
Christopher White,18,D
Kristen Smith,19,D
Jacob Jensen,24,D
Tiffany Ingram,18,D
Melissa Jackson,19,A
Andrew Holt,18,B
Stacey Smith,25,C
Michael Miller,23,A
Lisa Perez,25,B
Gabriel Gilmore,24,B
Veronica Cochran,21,D
Heather Walter,21,A
Carly Snyder,24,D
Carolyn Diaz,21,B
Dr. Joshua Jones,24,A
Joseph Burns,19,A
Daisy Wright,25,C
Stephen Bond,25,D
Renee Walker,23,D
Jose Wright,21,A
Andrew Andrade,21,D
Sarah Williams,22,C
Wendy Compton,22,B
Mr. Jacob Bradley DDS,21,D
John Wilson,23,A
Tina Ramos,23,D
Frank Dean,25,A
Joseph Hunter,20,B
Jose Price,22,D
Jeremy Love,18,D
John Wang,25,A
Elizabeth Brown,19,C
Rebecca Bowman,22,D
Keith Bailey,24,B
Lauren Wolfe,18,B
Connie Figueroa,21,D
Jason Browning,20,C
Shelby Roberts,18,A
Kelsey Ford,24,C
Dwayne Schneider,19,A
Colin Brady,19,B
Stephanie Allen,21,D
Robert Evans,19,A
Joe Parsons,18,B
Bethany Aguirre,25,B
Timothy Williams,24,B
Travis Price,19,A
Jennifer Abbott,21,C
Angela Mosley,24,C
Joseph Wilkerson,18,C
Anthony Jenkins,20,B
Brittany Klein,23,B
Kimberly Suarez,21,C
Mary May,25,B
Nicole Brock,21,D
Carl Bean,24,C
Monica Cox,22,B
James Hall,25,D
Ivan Simmons,21,B
Nicholas Williams,18,C
Brian Nguyen,22,A
Thomas Castro,19,B
Monica Houston,21,B
Richard Young,19,C
Clifford Brown,25,C
Christina Weeks,21,B
Jacob Stevens,25,C
Andrew Glover,25,C
Kristopher Smith,20,D
Larry Fernandez,22,B
Nicholas Phillips,19,C
Sharon Hood,23,A
Mr. Matthew Williamson,19,C
Morgan Rollins,20,A
Gina Shaw,23,B
Kathryn Gonzalez,21,C
Heather Hawkins,24,C
Megan Mendez,24,C
James Lane,21,A
Denise Robles,21,C
Edwin Brooks,20,C
Robin Duncan,24,C
Daniel Gonzales,24,B
Eric Brown,20,D
Diane Hernandez,20,D
Dennis Carter,21,C
Cesar Cole Jr.,18,A
Michael Allen,18,B
Joseph Stephenson,20,C
Joshua Schneider,22,C
Phillip Garza,21,A
Amy Arroyo,20,D
Jacqueline Williams,22,C
Nathan Ford,23,B
Lisa Nguyen MD,20,D
Allison Kelly,24,C
Dr. Donna Lucero,21,B
Michelle Parker,23,C
Kathryn Valentine,22,B
Nicole Williams,23,D
Bradley Mccarthy MD,20,A
Tonya Carr,23,C
Alexa Torres,25,D
William Williams,19,C
Gina Ingram,21,D
John Williams,21,D
Andrea Davis,22,A
Ann Coleman,21,A
Laura Foley,20,A
Steven Hill,19,D
Sarah Hughes,19,A
Lauren Johnson,24,A
Jamie Sherman,25,B
Karen Ward,22,C
Phyllis Brown,18,B
Leslie Nichols,23,D
Laura Foster,20,A
Ana Griffith,24,C
Justin Newman,22,C
Paul Campbell,22,C
Deanna Bailey,18,B
Amanda West,24,B
Jessica Adkins,22,B
April Wilkins,19,A
Joshua Lopez,20,A
Michelle Smith DVM,24,B
Stephen Wagner,18,A
Jacob Mccarthy,18,D
Jonathan Harris,25,D
Joshua Young,23,C
Paul Cook,22,C
Sandra Mccann,21,B
Jade Cruz,20,A
Dr. Dennis Williams,19,C
Anthony Smith PhD,23,B
John Barrett,24,B
Ms. Cynthia Snyder MD,24,B
Mario Peterson,23,C
Mary Costa,25,D
Jonathan Nelson,18,C
Alex Fields,19,A
Tina Edwards,25,C
Ms. Jennifer Stewart,21,C
Linda Torres,20,D
Lisa Terry,18,B
Nicole Henderson,18,B
James Anderson,18,D
Erin Pierce,20,D
Michael Tran,24,C
Scott Schneider,18,B
Lisa Howard,21,A
Melissa Bennett,22,D
Walter Pena,22,C
Alyssa White,22,A
Dr. Nathan Freeman,20,C
Ashley Ward,24,C
Grace Galloway,23,C
Joseph Farmer,20,B
Jessica Beard,21,C
Cheryl Lam,24,D
Daniel Schroeder,18,D
Danielle Ramirez,20,B
David Santiago,19,A
Alexis Molina,20,B
Matthew Humphrey Jr.,21,B
John Santos,24,B
Taylor Long,20,D
Cathy Williams,19,B
Denise Henry,18,A
Craig Hicks,20,B
Lauren Martinez,21,C
Catherine Roberts,19,C
Brian Nguyen,22,A
Austin Griffin II,22,B
Jennifer Lewis,21,A
Maria Wilson,19,D
Jeff Smith,24,D
Kristine Butler,25,A
Casey Martin,21,B
Cindy Thompson,21,B
Jamie Carter,21,C
Gary Warren,19,C
Melody Dodson,25,C
Joshua Jones,23,D
Beth Rogers,18,D
Sarah Robbins,22,C
Julie Bentley,24,B
Rhonda Olsen,22,A
Matthew Morris,24,D
Eric Solomon,21,D
Elizabeth Bartlett,20,B
William Clark,21,A
Adam Lee,18,D
Brandon Oconnor,24,C
Holly Peterson,20,B
Rebecca Parker,23,C
George Cook,24,B
Taylor Norman,21,D
Kevin Foster,25,A
Robert Knox,25,B
Charles Joyce,18,A
Heather Elliott,25,A
John Miller,25,C
Patrick Williams,19,A
Tony Morris,21,D
Tracy Cox DDS,22,C
John May,18,C
Brian White,23,B
Robert Stewart,25,D
Lance Wang,18,A
Stephanie Green,21,D
Stephanie Martinez,22,C
Stacy Davis,25,A
Michael Schmidt,24,D
Nicholas Adams DDS,22,D
Dennis Castaneda,19,D
Tracy Taylor,20,C
Michael Park,25,A
Anne Berry,20,C
Barbara Barnett,20,C
Corey Andrews,23,B
Jason Klein DDS,22,A
Sydney Zamora,21,C
Sarah Wilson,21,C
Jacqueline Alvarez,20,D
Lauren Sutton,23,B
Evan Myers,24,D
Timothy Conley,23,A
Julie Martin,23,C
Christopher Tucker,18,A
Jamie Harris,25,D
Joseph Alexander,21,B
Leslie Romero,21,B
Daniel Thompson,24,D
Jessica Love,21,D
Michelle Anderson,21,C
Christopher Montoya,22,B
Vernon Koch Jr.,19,B
Richard Anderson,20,C
Norma Thomas,21,D
Amanda Murray,23,B
Samantha Barnes,25,D
Kristi Lee,19,A
Barbara Solomon,24,C
Joel Ray,20,A
Sandra Lindsey,25,A
Susan Hicks,21,B
Alyssa Walker,22,B
James Ho,23,B
Gloria Lindsey,25,D
Larry Haney,18,A
Jennifer Adams,20,A
Emily Reynolds,19,D
Eric Hamilton,24,D
Pamela Vang,23,A
Anthony Smith,22,C
Karen Gamble,25,C
Michael Wilkinson,19,A
David Carson,25,D
Stephanie Fowler,22,B
Heather Cardenas,21,A
Kimberly Craig,20,D
Erika Austin,19,D
Bethany Kirby,21,A
Sarah Gray,20,B
Shawn Lowe,22,B
Melanie Velasquez,18,C
Emily Martinez,25,C
Daniel Carlson,20,C
David Atkins,18,B
Ana Carlson,23,D
Sandra Compton,25,B
Brenda Ray,24,D
Ashley Roberts,19,C
Douglas Smith,25,A
Melissa Mcdaniel,24,D
Christina Anderson,19,A
David Torres,19,C
Melissa Daniels,20,A
Nicholas Robinson,23,A
David Miller,18,A
Eugene Little,23,A
Harold Gibson,22,A
Justin Melendez,25,D
Adrian Patterson,24,A
Lauren Roberts,18,A
Heather Mejia,21,D
Samuel Clark,24,B
Nicole Orr,18,B
Kevin Woods,20,D
Ronald Burch,25,D
John Patterson,24,A
Donald Hayes,18,B
Linda Parks,18,A
Katie Hale,19,B
Ashley Potter,24,B
Dawn Neal,23,C
Amber Gamble,23,B
Christopher Nicholson,25,D
Kevin Wong,24,A
Javier Knight,24,D
Kathleen Jennings,20,B
Kenneth Carpenter,20,D
Christopher Smith,25,C
Monica Miller,19,C
Elizabeth Gonzalez,18,D
Stephanie Moore,22,D
Melissa Rhodes,20,B
Elizabeth Harrison,24,C
Barry Reyes,22,B
Jason White,20,A
Connie Choi,18,B
Kathryn Mckenzie,25,C
Aaron Santiago,23,D
Elizabeth Taylor,25,D
Audrey Burton,18,B
Caitlin Campbell,21,B
Jesse Church,19,C
Paul Rogers,20,C
Michael Vazquez,21,C
Angela Jenkins,25,A
Kathryn Coleman,21,C
Christopher White,21,D
Mr. Dennis Rivera,24,A
Emily Hernandez,23,D
Joshua Dean,19,A
Janice Jackson,24,C
Brandy Torres,21,A
Kyle Barnes,20,B
Zachary Garcia,20,B
Kelly Brown,22,C
Scott Sellers,19,C
Eric Lopez,19,A
Henry Davis,19,D
Theresa Lewis,23,D
Jessica Ingram,25,C
Eduardo Estrada,21,A
Cody Mccarthy,25,C
Tammy Brown,21,B
Tracy Mckay,24,C
Danielle Mckenzie,18,C
George Dunlap,19,A
Dean Johnson,18,D
Christopher Carson,19,D
Jessica Smith,23,C
Christy Tucker,22,D
Nicole Strickland,24,C
Christina Fox,20,D
Lisa Holmes,25,A
Johnny Griffin,25,C
Theresa Robinson,18,C
Brian Perez,24,D
Michael Smith,24,D
Rhonda Harrell,24,D
Amber Ramirez,19,A
Allen Brown,25,C
Thomas Hutchinson,23,B
Angela Lee,23,D
Frank Aguilar,19,D
Valerie Bell,20,C
Kristin Lloyd,21,B
Laura Reynolds,18,A
Ryan Williams,24,D
Robert Terry,23,C
Christopher Robinson,19,B
Kimberly Buchanan,19,C
Johnny Mills,24,C
Robert Pearson,19,D
Nicholas Mercer,24,D
Sheri Bates,20,D
Charles Marshall,22,A
Mr. Richard Montes,23,D
Caitlin Lopez,19,B
Nicholas Smith,24,A
David Huang,22,C
Jonathon Green,25,C
Kelly Hernandez,22,D
Gregory Young,22,C
Christopher Anderson,23,D
Ebony King,19,D
Alexandria Franco,24,A
Erik Thompson,25,B
Matthew Roth,19,D
Marcus Hinton,19,D
Betty Hart,21,A
Melissa Phillips,21,B
Joseph Waters,23,B
Allison Dickson,24,D
John Wheeler,23,C
Todd Hughes,19,C
Anne Miller,20,D
Cassandra Richardson,23,A
Adam Vaughn,18,A
Connie Mitchell,19,C
Angela Harris,22,C
Michelle Webster,24,B
Alejandro Reed,18,C
Francis Williams,25,D
Joseph Walker,20,C
James Jones,22,C
Joshua Wilkerson,19,C
Mark Newton,25,B
Emily Tyler,20,A
Mr. David Strickland Jr.,22,D
Joe Monroe,23,D
Steven Arnold,22,A
Roy Clark,21,C
Ricardo Dorsey,18,D
David Clark,21,B
Monica Wood,24,A
Sara Franklin,21,C
Cody Nguyen,19,D
Lindsey Flores,25,D
Jennifer Palmer,18,B
Elizabeth Patterson,18,A
Barbara Waters,25,B
Andrea Walker,22,A
Jordan Stevenson,19,D
Shari Gutierrez,18,B
Jessica Mcgee,22,C
Thomas Galloway,20,D
Edward Love,24,C
Sarah Miller,22,D
Kendra Mcfarland,25,C
John Bell,25,B
David Martinez,20,C
Rebecca Henderson,20,B
Donald Carpenter,23,B
Phillip Bradley,20,D
Eric Banks,19,C
Jacqueline Davis,18,D
Rebecca Pierce,19,A
Angela Schultz,20,A
Sarah Webster,20,A
Amber Peterson,22,B
Carol Love,23,D
Jordan Guzman,23,C
Tammy Barber,23,D
Gabrielle Lee,22,C
Tiffany Adams,22,A
Michael Ross,25,A
Miranda White,18,B
Emma Stokes,24,D
Michael Short,23,A
Emily Scott,19,B
Richard Lee,25,B
Mr. Patrick Taylor,18,D
Jeffery Cordova,23,A
Maria Goodman,24,C
Susan Hendrix,18,A
Brandon Black,23,A
Jose Price,19,A
Michael Perry,24,C
Bryan Meyer MD,21,D
Brett Graham,22,A
Lynn Fuller,19,B
Aaron Ford,23,D
Jeremiah Burton,21,A
Amy Harris,19,A
Carlos Kelly,22,A
Dylan Page,19,D
Julian Tucker,23,C
Emily Johnson,19,D
Allen Charles,18,B
Rebecca Salazar,21,A
Victoria Warren,24,C
Linda Adkins,22,D
Nancy Carson,24,B
Richard Duncan,19,C
Kenneth Marshall,22,C
Debra Maxwell,21,D
Shannon Kennedy,18,D
Chelsea Castillo,24,D
Linda Gonzalez,24,C
Stephanie Ellis,21,D
Bonnie Bryant,22,A
Oscar Hoffman,25,C
Robert Harris,20,B
Kelsey Wright,22,D
Aaron Hanson,21,D
Peter Mitchell,18,D
Brittany Day,22,D
David Stewart,22,C
Stacie Miller,24,B
Chelsea Wright,24,C
Yvette Gallegos,24,B
Mrs. Alexandria Parker,20,B
Suzanne Hahn,22,A
Bryan Gray,23,C
Juan Potts,23,A
Raymond Johnson,21,D
John Ramos,20,C
Kaylee Crawford,22,D
Lauren Barry,25,C
Brian Vargas,20,D
Ms. Brittney Smith DDS,21,C
Dennis Salazar,25,B
David Brown MD,20,D
Tiffany Gilmore,18,C
Emily Smith,22,B
Tonya Nelson,24,A
Amy Brown,25,B
Tracie Butler,24,D
Ryan Frank,20,C
Zachary Olsen,22,C
Diana Hammond,22,A
Andrew Smith,23,A
Shane Chen,24,C
Sean Marquez,22,A
Anita Mills,24,B
Victor Barnes,23,D
Andrew Morales,21,D
Suzanne Adams,23,C
Mariah Mckinney,21,B
Thomas Collier,19,C
Tammy Perez,24,A
Jerry Mosley,23,D
Michael Johnson,25,C
Elizabeth Rodriguez,19,D
Kimberly Watson,20,B
Sara Payne,19,C
Suzanne Perkins,24,D
Nicole Williams,22,B
Steven Bean,23,D
Kathryn Newton,24,D
Catherine Carter,18,D
Danielle Reed,25,A
Elizabeth Wilson,22,A
Ryan Rivera,18,B
Michelle Hernandez,23,B
William Wright,19,C
Alexa Decker,25,D
Aaron Anderson,25,B
Donald Mora,18,B
Cory Franco,22,A
Stephanie Rivera,19,D
Daisy Strickland,19,B
Brenda Smith,20,D
Michael Williams,25,C
Susan Reid,19,D
Michael Gordon,19,A
Tara Simpson,21,A
Angela Reid,18,B
Mindy Ho,20,D
Mrs. Jennifer Grant DDS,18,C
Richard Trujillo,19,A
Devin Campbell,19,C
Craig Smith,25,C
Eric Hicks,23,C
Cathy Schultz,20,D
Logan Ramirez,20,C
Derek Green,22,C
Gail Tran,23,D
Michael Moyer,19,D
Haley Rivas,20,C
Brady Rice,24,A
William Briggs,21,D
Jamie Decker,22,B
Kevin Andrews,19,C
Melissa Evans,24,D
Linda Young,20,D
Julie Berg,22,D
Brittany Garcia,25,C
Chad Hayes,23,D
Scott Ruiz,24,A
Carrie Mayo,25,C
Kenneth Mason,20,D
Mr. Tyler Turner,18,B
Christopher James,23,B
Jennifer Bell,19,C
Selena Mitchell,24,A
Matthew Watson,19,C
Dr. Jeffrey Wilson,20,D
James Rodriguez,22,D
Gregory Moran,21,C
William Jones,24,C
Matthew French,18,D
Amy Flores,19,A
Jason Graham,18,A
Robert Mathis,20,D
Danielle Ayers,24,C
Amber Williams,24,B
Chelsea Rogers,23,C
Christopher Powell,24,C
Jasmine Hart,25,B
Sara Thompson,19,D
Shirley Martinez,21,A
Angela Fischer,25,A
Courtney Cruz,24,B
Mary Watson,22,C
Troy Evans,23,B
Peter Ramirez,24,C
Dana Curtis,22,D
Donna Gomez,24,A
Amy Crane,21,D
Micheal Ayers,24,C
Jenna Wall,19,A
Anthony Walter,21,D
Ana Clayton,23,A
Gabriel Espinoza,21,B
James Johnson,20,A
Joseph Hicks,20,B
Casey Tucker,24,B
Steven Callahan,20,A
Donna Jimenez,23,A
Bonnie Cooper,25,C
Brittney Anderson,19,B
Katherine Bennett,22,B
Lisa Smith,20,D
Curtis Crawford,23,C
Barbara Jones,18,C
Logan Davis,24,D
Monica Thomas,24,D
Brandy Floyd,24,A
Christopher Rogers,24,D
Shirley Armstrong,20,C
Andrew Cooper,18,D
Robert Torres,22,A
David Thompson,18,A
Jacob Johnson,25,A
Stephanie Berger,24,B
Gary Wade,25,D
Lisa Brown,24,B
Alyssa Brennan,22,A
Jay Drake,21,C
Penny Serrano,22,D
Danielle Mcclain,24,D
Kaylee Olson,19,D
Erica Greene,21,B
Melinda Kline,24,B
Valerie Lopez,23,A
Regina Diaz,18,A
Angel Graham,23,A
Kimberly Garcia,24,B
Jake Bush,21,A
Christopher Taylor,21,D
Virginia Olson,23,C
William Hall,25,A
Caitlin Davis,25,C
Kathryn Patterson,24,A
Allison Smith,18,C
Michele Vargas,18,A
Taylor Shaw,22,A
Joseph Porter,19,B
Heather Jones,24,A
Maria Lane,19,B
Andrew Hughes,19,A
Jessica Castillo,25,B
Courtney Bush,20,C
Amy Brown,24,A
Sarah Delgado,19,C
John Holmes,22,A
Natalie Young,22,A
Jacob Carlson,23,B
Emily Parker,21,C
Alan Mcpherson,21,D
Christopher Potts,18,B
Emily Watson DDS,21,A
Leslie Brown,18,D
Nicole Underwood,25,B
Rodney Carter,20,C
Dr. Gabrielle Newman,25,D
Jody Hancock,25,C
John Hutchinson,19,D
Todd Campbell,23,A
Betty Lee,20,B
David White,19,A
Shelly Wagner,21,B
Jeffery Mcguire,24,C
Sherry Nichols,23,B
Michelle Malone,21,A
Tracy White,22,B
Michael Aguilar,22,D
Laura Parsons,25,A
Jessica Garcia,23,C
Scott Logan,18,A
Jerry Johnson,22,A
Charlotte Price,20,C
Karen Mccarthy,22,A
Tim Salinas,22,D
Stephen Keller,22,C
Margaret Owens,20,C
Michelle Owen,22,A
Robert Suarez,19,B
Stephanie Leblanc,24,B
Dennis Lee,24,D
Russell Callahan,19,A
Anthony Caldwell,19,D
Beverly Wong,24,A
John Garcia,24,C
Molly Stewart,21,C
Amanda Smith,21,C
Jordan Herrera,21,C
Dustin Robinson,24,A
Ronald Diaz,20,A
Joshua Knapp,23,A
Joshua Gomez,21,C
Michael Jones,19,A
Jeremy Ware,21,D
Michael Durham,24,C
Bradley Owens,19,D
Jeffrey Lynn,22,A
Lawrence Molina,18,C
Mark Austin,22,D
Steven Young,18,B
Donald Hernandez,22,A
Andrea Lawson,19,C
Felicia Mccarty,18,B
Nicolas Ward,25,D
Jennifer Flores,20,D
Brandi Wallace,21,B
Mason Fisher,19,B
Angel Singh,23,D
Angel Norman,20,B
Kathleen Winters,18,C
Casey Hoover,25,B
Dustin Morales,22,A
Amy Moore DVM,24,C
Cameron Nelson,24,C
Melissa Johnson MD,24,B
Jose Torres,18,C
Sara Mcpherson,21,D
Maria Brooks,22,B
